SupplierNo,Supplier Name,Country,Seg.Code,Category code description,Number of Invoices,SRM Type,Created on,Last Invoice date,Currency,Year To Date Spend
1128,Supplier 1128,GB,641120,SPECIFIC EQUIPMENTS,25,APPROVED,22.09.2017,27.07.2018,GBP,"3,634.12"
1129,Supplier 1129,GB,641120,SPECIFIC EQUIPMENTS,5,APPROVED,22.09.2017,30.05.2018,GBP,"3,060.00"
1130,Supplier 1130,GB,961199,TAXES,4,APPROVED,22.09.2017,16.05.2018,GBP,"46,203.91"
1131,Supplier 1131,GB,641120,SPECIFIC EQUIPMENTS,6,APPROVED,22.09.2017,27.07.2018,GBP,"4,930.65"
1132,Supplier 1132,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,5,APPROVED,22.09.2017,30.05.2018,GBP,"10,680.00"
1133,Supplier 1133,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,10,APPROVED,22.09.2017,27.07.2018,GBP,"2,968.00"
1134,Supplier 1134,GB,701612,GROCERIES AND WATER FOUNTAINS,88,APPROVED,22.09.2017,27.07.2018,GBP,"78,458.13"
1135,Supplier 1135,GB,961123,OTHER TAXES,7,APPROVED,22.09.2017,18.07.2018,GBP,"2,258.74"
1136,Supplier 1136,GB,701211,SECURITY SERVICES,105,APPROVED,22.09.2017,27.07.2018,GBP,"95,899.81"
1137,Supplier 1137,GB,401099,CIVIL AND PUBLIC WORK,1,APPROVED,22.09.2017,06.06.2018,GBP,340
1138,Supplier 1138,GB,641120,SPECIFIC EQUIPMENTS,42,APPROVED,22.09.2017,18.07.2018,GBP,"16,161.92"
1139,Supplier 1139,GB,362111,"WORK CLOTHES, UNIFORMS - RENTAL AND MAINTENANCE",42,PREFERRED,22.09.2017,27.07.2018,GBP,"52,592.49"
1140,Supplier 1140,GB,821211,PROJECT MANAGEMENT - PROJECT MANAGEMENT ASSISTANCE,1,APPROVED,22.09.2017,02.05.2018,GBP,"4,194.18"
1141,Supplier 1141,GB,999999,UNCLASSIFIED,6,APPROVED,22.09.2017,06.06.2018,GBP,"3,986.90"
1142,Supplier 1142,GB,621116,ARCHIVING AREA RENTAL,57,APPROVED,22.09.2017,27.07.2018,GBP,"16,768.87"
1143,Supplier 1143,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,28.03.2018,GBP,"1,885.00"
1144,Supplier 1144,GB,401014,GRADING,1,APPROVED,22.09.2017,14.02.2018,GBP,885
1145,Supplier 1145,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,2,APPROVED,22.09.2017,02.05.2018,GBP,"3,000.00"
1146,Supplier 1146,GB,306012,COMPACTOR RENTING,58,APPROVED,22.09.2017,27.07.2018,GBP,"42,445.92"
1147,Supplier 1147,GB,601128,RECYCLING TREATMENT,14,APPROVED,22.09.2017,27.07.2018,GBP,"137,489.80"
1148,Supplier 1148,GB,841001,TEMPORARY WORKERS,32,PREFERRED,22.09.2017,31.07.2018,GBP,"2,493,501.02"
1149,Supplier 1149,GB,641811,TYRES VEHICLES HEAVIER THAN 3.5T,89,APPROVED,22.09.2017,27.07.2018,GBP,"47,712.68"
1150,Supplier 1150,GB,381099,ANALYSES AND LABORATORY,4,APPROVED,22.09.2017,14.03.2018,GBP,"1,073.00"
1151,Supplier 1151,GB,821199,LEGAL SERVICES,10,APPROVED,22.09.2017,04.07.2018,GBP,"1,585.00"
1152,Supplier 1152,GB,999999,UNCLASSIFIED,4,APPROVED,22.09.2017,11.04.2018,GBP,"14,335.00"
1153,Supplier 1153,GB,401099,CIVIL AND PUBLIC WORK,462,APPROVED,22.09.2017,31.07.2018,GBP,"885,432.46"
1154,Supplier 1154,GB,308010,GENERAL INDUSTRIAL MAINTENANCE - METAL STRUCTURE,18,APPROVED,22.09.2017,27.06.2018,GBP,"12,450.00"
1155,Supplier 1155,GB,801099,IT SERVICES,13,APPROVED,22.09.2017,18.07.2018,GBP,"164,458.90"
1156,Supplier 1156,GB,841212,TRAINING: HSE - SAFETY,27,APPROVED,22.09.2017,27.07.2018,GBP,"6,019.00"
1157,Supplier 1157,GB,961123,OTHER TAXES,2,APPROVED,22.09.2017,18.07.2018,GBP,"1,701.30"
1158,Supplier 1158,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,33,APPROVED,22.09.2017,18.07.2018,GBP,"1,736.69"
1159,Supplier 1159,GB,641122,HEAVY VEHICLES SPARE PARTS,9,APPROVED,22.09.2017,16.05.2018,GBP,"1,848.50"
1160,Supplier 1160,GB,701901,FACILITY MANAGEMENT,58,APPROVED,22.09.2017,25.07.2018,GBP,"35,605.96"
1161,Supplier 1161,GB,841213,GENERAL SKILLS TRAINING,3,APPROVED,22.09.2017,18.07.2018,GBP,753.05
1162,Supplier 1162,GB,601016,WASTE TRUCK TRANSPORT,1,APPROVED,22.09.2017,11.04.2018,GBP,390.6
1163,Supplier 1163,GB,999999,UNCLASSIFIED,14,APPROVED,22.09.2017,16.05.2018,GBP,208.03
1164,Supplier 1164,GB,801399,TELECOMMUNICATION,123,PREFERRED,22.09.2017,27.07.2018,GBP,"198,699.32"
1165,Supplier 1165,GB,362599,GAS DETECTION,1,APPROVED,22.09.2017,26.04.2018,GBP,271
1166,Supplier 1166,GB,841001,TEMPORARY WORKERS,24,APPROVED,22.09.2017,27.07.2018,GBP,"16,252.80"
1167,Supplier 1167,GB,362299,TOOLS,22,APPROVED,22.09.2017,27.06.2018,GBP,"2,413.06"
1168,Supplier 1168,GB,702110,REPROGRAPHICS SERVICES,6,APPROVED,22.09.2017,02.07.2018,GBP,"3,560.00"
1169,Supplier 1169,GB,308022,INDUSTRIAL EQUIPMENT CLEANING,8,APPROVED,22.09.2017,27.07.2018,GBP,"2,997.62"
1170,Supplier 1170,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,25.07.2018,GBP,398
1171,Supplier 1171,GB,821711,ADVERTISING SPACE PURCHASE,3,APPROVED,22.09.2017,04.04.2018,GBP,"17,400.00"
1172,Supplier 1172,GB,149999,CHEMICAL AND TREATMENT PRODUCTS,134,APPROVED,22.09.2017,25.07.2018,GBP,"284,510.73"
1173,Supplier 1173,GB,701211,SECURITY SERVICES,9,APPROVED,22.09.2017,27.07.2018,GBP,943.47
1174,Supplier 1174,GB,261114,INDUSTRIAL GAS: CYLINDER,2,APPROVED,22.09.2017,30.05.2018,GBP,937.88
1175,Supplier 1175,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,16,APPROVED,22.09.2017,27.07.2018,GBP,"6,490.00"
1176,Supplier 1176,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,18.04.2018,GBP,"28,854.00"
1177,Supplier 1177,GB,821099,CONSULTING SERVICES,36,APPROVED,22.09.2017,11.07.2018,GBP,"18,231.15"
1178,Supplier 1178,GB,641811,TYRES VEHICLES HEAVIER THAN 3.5T,16,APPROVED,22.09.2017,27.07.2018,GBP,"4,096.00"
1179,Supplier 1179,GB,361013,SMALL INDUSTRIAL SUPPLIES,4,APPROVED,22.09.2017,27.07.2018,GBP,"1,130.50"
1180,Supplier 1180,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,1,REBATE,22.09.2017,02.01.2018,GBP,312.88
1181,Supplier 1181,GB,641120,SPECIFIC EQUIPMENTS,2,APPROVED,22.09.2017,11.04.2018,GBP,"4,050.00"
1182,Supplier 1182,GB,721199,OFFICE FURNITURE,46,APPROVED,22.09.2017,27.07.2018,GBP,"46,891.43"
1183,Supplier 1183,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,28,APPROVED,22.09.2017,27.07.2018,GBP,"108,461.41"
1184,Supplier 1184,GB,381099,ANALYSES AND LABORATORY,8,APPROVED,22.09.2017,09.05.2018,GBP,"9,514.50"
1185,Supplier 1185,GB,305212,WASTE GAS BURNER / FLARE MAINTENANCE,35,PREFERRED,22.09.2017,27.07.2018,GBP,"129,792.02"
1186,Supplier 1186,GB,821199,LEGAL SERVICES,2,APPROVED,22.09.2017,04.04.2018,GBP,"3,347.50"
1187,Supplier 1187,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,10,APPROVED,22.09.2017,27.07.2018,GBP,"6,292.00"
1188,Supplier 1188,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,10,APPROVED,22.09.2017,09.05.2018,GBP,"2,633.90"
1189,Supplier 1189,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,8,APPROVED,22.09.2017,27.07.2018,GBP,"1,010.00"
1190,Supplier 1190,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,35,APPROVED,22.09.2017,27.07.2018,GBP,"5,211.54"
1191,Supplier 1191,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,122,APPROVED,22.09.2017,27.07.2018,GBP,"230,056.25"
1192,Supplier 1192,GB,821099,CONSULTING SERVICES,4,APPROVED,22.09.2017,18.07.2018,GBP,325
1193,Supplier 1193,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,45,APPROVED,22.09.2017,27.07.2018,GBP,"18,990.00"
1194,Supplier 1194,GB,701410,CLEANING SERVICES,15,APPROVED,22.09.2017,27.07.2018,GBP,794.46
1195,Supplier 1195,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,105,APPROVED,22.09.2017,27.07.2018,GBP,"24,791.46"
1196,Supplier 1196,GB,841510,RECRUITMENT AGENCIES,189,APPROVED,22.09.2017,27.07.2018,GBP,"347,090.17"
1197,Supplier 1197,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,14,APPROVED,22.09.2017,31.07.2018,GBP,"9,000.50"
1198,Supplier 1198,GB,701410,CLEANING SERVICES,12,APPROVED,22.09.2017,30.05.2018,GBP,"2,279.90"
1199,Supplier 1199,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,6,APPROVED,22.09.2017,09.05.2018,GBP,234
1200,Supplier 1200,GB,641122,HEAVY VEHICLES SPARE PARTS,9,PREFERRED,22.09.2017,30.05.2018,GBP,"69,109.85"
1201,Supplier 1201,GB,641120,SPECIFIC EQUIPMENTS,4,APPROVED,22.09.2017,25.07.2018,GBP,"6,125.01"
1202,Supplier 1202,GB,701211,SECURITY SERVICES,10,APPROVED,22.09.2017,27.07.2018,GBP,"72,960.00"
1203,Supplier 1203,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,9,APPROVED,22.09.2017,02.07.2018,GBP,"14,920.00"
1204,Supplier 1204,GB,701610,COLLECTIVE CATERING,18,APPROVED,22.09.2017,02.07.2018,GBP,"2,497.75"
1205,Supplier 1205,GB,601121,LEACHATE TREATMENT ON SITE FIXED,23,APPROVED,22.09.2017,11.07.2018,GBP,"8,320.00"
1206,Supplier 1206,GB,701901,FACILITY MANAGEMENT,1,APPROVED,22.09.2017,20.06.2018,GBP,80
1207,Supplier 1207,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,2,APPROVED,22.09.2017,25.07.2018,GBP,"6,190.00"
1208,Supplier 1208,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,29,APPROVED,22.09.2017,20.06.2018,GBP,"34,248.33"
1209,Supplier 1209,GB,841212,TRAINING: HSE - SAFETY,214,PREFERRED,22.09.2017,27.07.2018,GBP,"49,541.29"
1210,Supplier 1210,GB,701101,"PLANTS, MAINTENANCE OF GREEN SPACES, GARDEN AND ROAD WORK",24,APPROVED,22.09.2017,30.05.2018,GBP,"9,705.00"
1211,Supplier 1211,GB,701211,SECURITY SERVICES,17,APPROVED,22.09.2017,04.07.2018,GBP,"13,438.00"
1212,Supplier 1212,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,8,APPROVED,22.09.2017,25.07.2018,GBP,"42,606.00"
1213,Supplier 1213,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,1,APPROVED,22.09.2017,07.02.2018,GBP,10
1214,Supplier 1214,GB,641719,LUBRICANTS AND GREASE FOR VEHICLES LIGHT VEHICLES,4,APPROVED,22.09.2017,20.06.2018,GBP,"1,360.06"
1215,Supplier 1215,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,29.01.2018,GBP,200
1216,Supplier 1216,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,8,APPROVED,22.09.2017,25.07.2018,GBP,"3,063.81"
1217,Supplier 1217,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,14,APPROVED,22.09.2017,04.07.2018,GBP,"9,305.00"
1218,Supplier 1218,GB,701410,CLEANING SERVICES,11,APPROVED,22.09.2017,27.07.2018,GBP,"6,357.76"
1219,Supplier 1219,GB,441012,SLUDGE TREATMENT PROCESS,58,APPROVED,22.09.2017,27.07.2018,GBP,"83,831.13"
1220,Supplier 1220,GB,641111,HEAVY VEHICLES CHASSIS ACQUISITION,42,APPROVED,22.09.2017,27.07.2018,GBP,"91,238.36"
1221,Supplier 1221,GB,701410,CLEANING SERVICES,1,APPROVED,22.09.2017,11.04.2018,GBP,545.26
1222,Supplier 1222,GB,401216,BUILDING SITE BUNGALOW RENTAL AND PURCHASE,11,APPROVED,22.09.2017,27.07.2018,GBP,663
1223,Supplier 1223,GB,308012,MAINTENANCE FOR ON LINE BOILER CLEANING SYSTEMS,23,APPROVED,22.09.2017,02.07.2018,GBP,"133,708.50"
1224,Supplier 1224,GB,641122,HEAVY VEHICLES SPARE PARTS,441,PREFERRED,22.09.2017,27.07.2018,GBP,"77,994.32"
1225,Supplier 1225,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,16,APPROVED,22.09.2017,27.07.2018,GBP,"2,589.25"
1226,Supplier 1226,GB,302312,SEWAGE SUBMERSIBLE PUMPS - MAINTENANCE AND SERVICE,117,APPROVED,22.09.2017,27.07.2018,GBP,"174,000.13"
1227,Supplier 1227,GB,701610,COLLECTIVE CATERING,73,APPROVED,22.09.2017,18.07.2018,GBP,"7,512.00"
1228,Supplier 1228,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,5,APPROVED,22.09.2017,27.06.2018,GBP,"1,461.67"
1229,Supplier 1229,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,"1,441",APPROVED,22.09.2017,25.07.2018,GBP,"264,553.65"
1230,Supplier 1230,GB,641114,CHASSIS MAINTENANCE AND REPAIR SERVICES,189,APPROVED,22.09.2017,27.07.2018,GBP,"286,962.69"
1231,Supplier 1231,GB,362610,"HYGIENE PRODUCTS, SOAP, WIPER, TOWEL",124,APPROVED,22.09.2017,27.07.2018,GBP,"21,514.39"
1232,Supplier 1232,GB,641111,HEAVY VEHICLES CHASSIS ACQUISITION,132,APPROVED,22.09.2017,25.07.2018,GBP,"3,155,957.04"
1233,Supplier 1233,GB,261212,NATURAL GAS,2,APPROVED,22.09.2017,20.06.2018,GBP,748.89
1234,Supplier 1234,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,11,APPROVED,22.09.2017,30.05.2018,GBP,"5,906.30"
1235,Supplier 1235,GB,641310,CONSTRUCTION MACHINERY SHORT TERM RENTAL,56,APPROVED,22.09.2017,27.07.2018,GBP,"11,764.01"
1236,Supplier 1236,GB,641015,MAINTENANCE VEHICLE LIGHTER THAN 3.5T,2,APPROVED,22.09.2017,28.02.2018,GBP,338.99
1237,Supplier 1237,GB,801311,MOBILE PHONE COMMUNICATION SUBSCRIPTION AND CONSUMPTION,21,APPROVED,22.09.2017,02.07.2018,GBP,"9,098.91"
1238,Supplier 1238,GB,621011,RAIL GOODS TRANSPORT,5,APPROVED,22.09.2017,23.05.2018,GBP,"52,871.13"
1239,Supplier 1239,GB,701710,RENT AND CHARGES,2,APPROVED,22.09.2017,06.06.2018,GBP,"72,954.00"
1240,Supplier 1240,GB,641120,SPECIFIC EQUIPMENTS,4,APPROVED,22.09.2017,02.07.2018,GBP,885.93
1241,Supplier 1241,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,3,APPROVED,22.09.2017,02.01.2018,GBP,"3,358.41"
1242,Supplier 1242,CH,307011,OTHER PLANT AND PROCESS EQUIPMENTS,4,APPROVED,22.09.2017,04.04.2018,GBP,"1,116.00"
1243,Supplier 1243,GB,701612,GROCERIES AND WATER FOUNTAINS,2,APPROVED,22.09.2017,20.06.2018,GBP,274.69
1244,Supplier 1244,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,7,APPROVED,22.09.2017,11.07.2018,GBP,"25,129.48"
1245,Supplier 1245,GB,361013,SMALL INDUSTRIAL SUPPLIES,3,APPROVED,22.09.2017,06.06.2018,GBP,"11,495.19"
1246,Supplier 1246,GB,641122,HEAVY VEHICLES SPARE PARTS,527,APPROVED,22.09.2017,27.07.2018,GBP,"117,499.10"
1247,Supplier 1247,GB,149999,CHEMICAL AND TREATMENT PRODUCTS,442,PREFERRED,22.09.2017,27.07.2018,GBP,"317,361.88"
1248,Supplier 1248,GB,701010,MULTI - TECHNICAL SITE MAINTENANCE,266,APPROVED,22.09.2017,27.07.2018,GBP,"125,079.91"
1249,Supplier 1249,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,2,APPROVED,22.09.2017,27.07.2018,GBP,"3,621.58"
1250,Supplier 1250,GB,801311,MOBILE PHONE COMMUNICATION SUBSCRIPTION AND CONSUMPTION,9,APPROVED,22.09.2017,27.07.2018,GBP,"7,605.00"
1251,Supplier 1251,GB,821099,CONSULTING SERVICES,38,APPROVED,22.09.2017,27.07.2018,GBP,"33,495.00"
1252,Supplier 1252,GB,306799,CONVEYOR,5,APPROVED,22.09.2017,27.07.2018,GBP,"6,930.00"
1253,Supplier 1253,GB,641710,FUEL : BULK DIESEL,"1,737",PREFERRED,22.09.2017,19.07.2018,GBP,"7,757,160.10"
1254,Supplier 1254,GB,801199,SOFTWARE,5,APPROVED,22.09.2017,11.04.2018,GBP,"6,000.00"
1255,Supplier 1255,GB,302312,SEWAGE SUBMERSIBLE PUMPS - MAINTENANCE AND SERVICE,400,APPROVED,22.09.2017,27.07.2018,GBP,"221,585.17"
1256,Supplier 1256,GB,362299,TOOLS,15,APPROVED,22.09.2017,02.07.2018,GBP,"2,150.71"
1257,Supplier 1257,GB,801199,SOFTWARE,1,PREFERRED,22.09.2017,14.02.2018,GBP,"6,592.00"
1258,Supplier 1258,GB,961199,TAXES,2,APPROVED,22.09.2017,27.06.2018,GBP,"20,000.00"
1259,Supplier 1259,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,44,APPROVED,22.09.2017,13.06.2018,GBP,"45,996.10"
1260,Supplier 1260,GB,304110,LEACHATE DISTRIBUTION STRUCTURES,300,PREFERRED,22.09.2017,27.07.2018,GBP,"488,268.04"
1261,Supplier 1261,GB,701901,FACILITY MANAGEMENT,2,APPROVED,22.09.2017,16.05.2018,GBP,380.05
1262,Supplier 1262,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,6,APPROVED,22.09.2017,27.07.2018,GBP,"1,253.40"
1263,Supplier 1263,GB,701099,SITE MAINTENANCE AND WORKS,100,APPROVED,22.09.2017,27.07.2018,GBP,"44,471.00"
1264,Supplier 1264,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,1,APPROVED,22.09.2017,27.07.2018,GBP,"1,450.00"
1265,Supplier 1265,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,4,APPROVED,22.09.2017,02.07.2018,GBP,"1,229.81"
1266,Supplier 1266,GB,362299,TOOLS,43,APPROVED,22.09.2017,27.07.2018,GBP,"9,422.03"
1267,Supplier 1267,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,14,APPROVED,22.09.2017,27.07.2018,GBP,"6,582.95"
1268,Supplier 1268,GB,641120,SPECIFIC EQUIPMENTS,4,APPROVED,22.09.2017,27.07.2018,GBP,755.13
1269,Supplier 1269,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,33,APPROVED,22.09.2017,27.07.2018,GBP,"12,194.48"
1270,Supplier 1270,GB,261212,NATURAL GAS,30,APPROVED,22.09.2017,25.07.2018,GBP,"16,505.09"
1271,Supplier 1271,GB,701099,SITE MAINTENANCE AND WORKS,15,APPROVED,22.09.2017,27.07.2018,GBP,"14,140.00"
1272,Supplier 1272,GB,641122,HEAVY VEHICLES SPARE PARTS,54,APPROVED,22.09.2017,18.04.2018,GBP,"8,576.35"
1273,Supplier 1273,GB,381099,ANALYSES AND LABORATORY,635,PREFERRED,22.09.2017,27.07.2018,GBP,"275,629.42"
1274,Supplier 1274,GB,641120,SPECIFIC EQUIPMENTS,13,APPROVED,22.09.2017,02.07.2018,GBP,"2,184.00"
1275,Supplier 1275,GB,701099,SITE MAINTENANCE AND WORKS,18,APPROVED,22.09.2017,20.06.2018,GBP,"29,902.00"
1276,Supplier 1276,GB,361699,SECURITY EQUIPMENT AND SERVICES,6,APPROVED,22.09.2017,27.07.2018,GBP,"2,436.73"
1277,Supplier 1277,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,11,APPROVED,22.09.2017,27.07.2018,GBP,"6,847.42"
1278,Supplier 1278,GB,961199,TAXES,14,APPROVED,22.09.2017,16.05.2018,GBP,"11,218.54"
1279,Supplier 1279,GB,401099,CIVIL AND PUBLIC WORK,24,APPROVED,22.09.2017,27.07.2018,GBP,"65,121.76"
1280,Supplier 1280,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,26,APPROVED,22.09.2017,31.07.2018,GBP,"733,297.10"
1281,Supplier 1281,GB,961123,OTHER TAXES,3,APPROVED,22.09.2017,25.04.2018,GBP,"1,059.00"
1282,Supplier 1282,GB,362111,"WORK CLOTHES, UNIFORMS - RENTAL AND MAINTENANCE",9,PREFERRED,22.09.2017,27.07.2018,GBP,463.37
1283,Supplier 1283,GB,999999,UNCLASSIFIED,4,APPROVED,22.09.2017,27.06.2018,GBP,"3,946.89"
1284,Supplier 1284,GB,601016,WASTE TRUCK TRANSPORT,136,PREFERRED,22.09.2017,27.07.2018,GBP,"1,038,916.34"
1285,Supplier 1285,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,103,APPROVED,22.09.2017,27.07.2018,GBP,"50,669.52"
1286,Supplier 1286,GB,961123,OTHER TAXES,1,APPROVED,22.09.2017,27.06.2018,GBP,125
1287,Supplier 1287,GB,401199,BUILDING CONSTRUCTION,15,APPROVED,22.09.2017,27.06.2018,GBP,"3,100.20"
1288,Supplier 1288,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,85,APPROVED,22.09.2017,27.07.2018,GBP,"55,800.43"
1289,Supplier 1289,GB,149999,CHEMICAL AND TREATMENT PRODUCTS,5,APPROVED,22.09.2017,06.06.2018,GBP,710.26
1290,Supplier 1290,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,138,APPROVED,22.09.2017,18.07.2018,GBP,"215,913.97"
1291,Supplier 1291,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,28.03.2018,GBP,"11,863.24"
1292,Supplier 1292,GB,961199,TAXES,3,APPROVED,22.09.2017,18.04.2018,GBP,"51,829.90"
1293,Supplier 1293,GB,701211,SECURITY SERVICES,7,APPROVED,22.09.2017,30.05.2018,GBP,"3,921.50"
1294,Supplier 1294,GB,641122,HEAVY VEHICLES SPARE PARTS,10,APPROVED,22.09.2017,27.06.2018,GBP,"1,956.31"
1295,Supplier 1295,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,49,APPROVED,22.09.2017,18.07.2018,GBP,"52,977.75"
1296,Supplier 1296,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,186,PREFERRED,22.09.2017,27.07.2018,GBP,"94,943.84"
1297,Supplier 1297,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,15,APPROVED,22.09.2017,27.07.2018,GBP,"6,465.00"
1298,Supplier 1298,GB,401216,BUILDING SITE BUNGALOW RENTAL AND PURCHASE,299,PREFERRED,22.09.2017,27.07.2018,GBP,"214,220.14"
1299,Supplier 1299,GB,362299,TOOLS,11,APPROVED,22.09.2017,27.07.2018,GBP,"1,730.50"
1300,Supplier 1300,GB,821099,CONSULTING SERVICES,8,APPROVED,22.09.2017,30.07.2018,GBP,"31,889.25"
1301,Supplier 1301,GB,301013,SKIP - MAINTENANCE AND SERVICES,79,APPROVED,22.09.2017,27.06.2018,GBP,"22,730.00"
1302,Supplier 1302,GB,701901,FACILITY MANAGEMENT,163,APPROVED,22.09.2017,27.07.2018,GBP,"81,161.00"
1303,Supplier 1303,GB,381099,ANALYSES AND LABORATORY,3,APPROVED,22.09.2017,27.07.2018,GBP,"1,384.08"
1304,Supplier 1304,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,143,APPROVED,22.09.2017,27.07.2018,GBP,"139,075.55"
1305,Supplier 1305,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,109,APPROVED,22.09.2017,27.07.2018,GBP,"60,569.01"
1306,Supplier 1306,GB,641122,HEAVY VEHICLES SPARE PARTS,27,APPROVED,22.09.2017,27.07.2018,GBP,"14,787.29"
1307,Supplier 1307,GB,701211,SECURITY SERVICES,12,APPROVED,22.09.2017,27.07.2018,GBP,"6,498.00"
1308,Supplier 1308,GB,961199,TAXES,171,APPROVED,22.09.2017,25.07.2018,GBP,"219,054.93"
1309,Supplier 1309,GB,701901,FACILITY MANAGEMENT,2,APPROVED,22.09.2017,28.02.2018,GBP,410.66
1310,Supplier 1310,GB,641122,HEAVY VEHICLES SPARE PARTS,1,APPROVED,22.09.2017,27.06.2018,GBP,656.25
1311,Supplier 1311,GB,841116,MEDICAL SERVICES,19,APPROVED,22.09.2017,25.07.2018,GBP,"15,632.02"
1312,Supplier 1312,GB,821311,BANK SERVICES,213,APPROVED,22.09.2017,27.07.2018,GBP,"82,977.37"
1313,Supplier 1313,GB,961299,ROYALTIES,5,APPROVED,22.09.2017,27.07.2018,GBP,"15,396.64"
1314,Supplier 1314,GB,641718,SPECIFIC GAS FOR ENGINEERING MACHINERY,3,APPROVED,22.09.2017,11.07.2018,GBP,766.65
1315,Supplier 1315,GB,641312,CONSTRUCTION MACHINERY ACQUISITION,17,APPROVED,22.09.2017,27.07.2018,GBP,"36,632.72"
1316,Supplier 1316,GB,641120,SPECIFIC EQUIPMENTS,3,APPROVED,22.09.2017,27.07.2018,GBP,498.9
1317,Supplier 1317,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,35,MAJOR,22.09.2017,25.07.2018,GBP,"30,771.45"
1318,Supplier 1318,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,20,APPROVED,22.09.2017,27.07.2018,GBP,"24,050.32"
1319,Supplier 1319,GB,308099,GENERAL INDUSTRIAL MAINTENANCE,6,APPROVED,22.09.2017,02.05.2018,GBP,"9,775.02"
1320,Supplier 1320,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,8,APPROVED,22.09.2017,25.04.2018,GBP,"1,107.63"
1321,Supplier 1321,GB,999999,UNCLASSIFIED,14,APPROVED,22.09.2017,13.06.2018,GBP,519
1322,Supplier 1322,GB,841213,GENERAL SKILLS TRAINING,4,APPROVED,22.09.2017,04.07.2018,GBP,"2,668.40"
1323,Supplier 1323,GB,641111,HEAVY VEHICLES CHASSIS ACQUISITION,58,MAJOR,22.09.2017,27.07.2018,GBP,"15,636.19"
1324,Supplier 1324,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,34,APPROVED,22.09.2017,27.07.2018,GBP,"18,685.90"
1325,Supplier 1325,GB,999999,UNCLASSIFIED,5,APPROVED,22.09.2017,13.06.2018,GBP,965.45
